作品ID,作品名,人物ID
49641,草紅葉,1341
50448,すみだ川,1341
49648,桑中喜語,1341
55302,断腸亭日乗,1341
49649,巷の声,1341
58074,散柳窓夕栄,1341
49650,梅雨晴,1341
49652,寺じまの記,1341
58075,寐顔,1341
58076,ひかげの花,1341
58154,枇杷の花,1341
50557,深川の唄,1341
49660,葡萄棚,1341
49661,放水路,1341
42286,カラマゾフの兄弟,1061
49662,正宗谷崎両氏の批評に答う,1341
50285,水　附渡船,1341
50286,虫の声,1341
49666,申訳,1341
49667,元八まん,1341
58604,森先生の事,1341
49668,矢立のちび筆,1341
50131,アーサー王物語,1410
49669,矢はずぐさ,1341
58077,雪解,1341
49670,雪の日,1341
50440,羊羹,1341
50291,来青花,1341
49673,霊廟,1341
49674,礫川徜徉記,1341
53752,『東洋自由新聞』第一号社説,1212
54328,アインシュタイン博士のこと,1153
43658,大阪といふところ,1153
54450,ノーベル小伝とノーベル賞,1153
43643,物理学革新の一つの尖端,1153
43571,プランク先生の憶い出,1153
54449,湯川博士の受賞を祝す,1153
2707,組合旗を折る,869
43062,生前身後の事,283
3226,大菩薩峠,283
3227,大菩薩峠,283
3228,大菩薩峠,283
3332,大菩薩峠,283
3333,大菩薩峠,283
3334,大菩薩峠,283
3335,大菩薩峠,283
4057,大菩薩峠,283
4058,大菩薩峠,283
4059,大菩薩峠,283
4060,大菩薩峠,283
1727,大菩薩峠,283
4501,大菩薩峠,283
1728,大菩薩峠,283
4502,大菩薩峠,283
4503,大菩薩峠,283
2934,大菩薩峠,283
4504,大菩薩峠,283
4505,大菩薩峠,283
3066,大菩薩峠,283
4338,大菩薩峠,283
4339,大菩薩峠,283
4319,大菩薩峠,283
4507,大菩薩峠,283
4320,大菩薩峠,283
4508,大菩薩峠,283
4321,大菩薩峠,283
4509,大菩薩峠,283
4322,大菩薩峠,283
4323,大菩薩峠,283
4340,大菩薩峠,283
4510,大菩薩峠,283
4511,大菩薩峠,283
4341,大菩薩峠,283
4342,大菩薩峠,283
4343,大菩薩峠,283
4344,大菩薩峠,283
4345,大菩薩峠,283
4512,大菩薩峠,283
43061,「峠」という字,283
4604,百姓弥之助の話,283
4906,武州喜多院,283
43063,余は大衆作家にあらず,283
51136,愛は、力は土より,690
54264,親父の言葉,1655
54265,白い魔の手,1655
54266,母へ,1655
54267,貧農のうたえる詩,1655
54268,蕗のとうを摘む子供等,1655
54269,レポーター,1655
58137,かき・みかん・かに,1910
43043,和歌でない歌,119
24438,盈虚,119
4336,盈虚,119
43813,河馬,119
24444,環礁,119
46429,環礁,119
1742,牛人,119
4879,夾竹桃の家の女,119
58014,十年,119
56244,セトナ皇子（仮題）,119
56242,章魚木の下で,119
1741,斗南先生,119
619,南島譚,119
43044,南島譚,119
43045,南島譚,119
58575,プウルの傍で,119
56243,妖氛録,119
54086,馬鈴薯階級の詩,1636
4609,壱岐国勝本にて,118
4615,芋掘り,118
4517,鉛筆日抄,118
48211,おふさ,118
57445,簡易銷夏法,118
49769,記憶のまゝ,118
4515,痍のあと,118
48225,教師,118
49770,草津行,118
4495,栗毛虫,118
4612,撃剣興行,118
4499,才丸行き,118
4520,佐渡が島,118
48213,佐渡が島,118
57446,写生断片,118
4616,商機,118
3540,しらくちの花,118
4525,白瓜と青瓜,118
4521,白甜瓜,118
48212,須磨明石,118
2545,炭焼のむすめ,118
4608,対州厳原港にて,118
57447,竹の里人〔一〕,118
57473,竹の里人〔三〕,118
57472,竹の里人〔二〕,118
2952,太十と其犬,118
4523,旅の日記,118
49771,知己の第一人,118
4496,月見の夕,118
4497,土浦の川口,118
4611,十日間,118
4498,利根川の一夜,118
613,長塚節歌集,118
614,長塚節歌集,118
615,長塚節歌集,118
616,長塚節句集,118
4524,菜の花,118
4516,浜の冬,118
4519,菠薐草,118
4522,松虫草,118
4518,弥彦山,118
57448,旅行に就いて,118
3211,隣室の客,118
4610,我が庭,118
3057,イボタの虫,697
58598,一家,1637
58798,歓喜,1637
58799,飢餓の中から,1637
58599,小林多喜二のお母さん,1637
58800,月は中天に,1637
58802,母の叫び,1637
58092,第四階級の文学,1905
802,杉よ！　眼の男よ！,1008
50255,Me Voilà,26
55909,（あなたが生れたその日に）,26
50258,アンドレ・ジイド管見,26
50238,医者と赤ン坊,26
55892,一度,26
55706,海の詩,26
55893,幼き恋の回顧,26
55627,思ひ出す牧野信一,26
55628,音楽と世態,26
55910,（女）,26
55913,（概念が明白となれば）,26
55932,家族,26
50256,河上に呈する詩論,26
51311,玩具の賦,26
55730,感情喪失時代,26
55707,感想,26
55629,菊岡久利著「貧時交」,26
55630,近時詩壇寸感,26
45117,ゐろりの中の街,121
55708,草野心平詩集『母岩』,26
51310,曇つた秋,26
51313,暗い天候,26
50239,芸術論覚え書,26
50243,耕二のこと,26
50240,校長,26
51334,コキューの憶ひ出,26
50244,小林秀雄小論,26
51315,酒場にて,26
55631,作家と孤独,26
51317,寒い夜の自我像,26
55933,山間秘話,26
55774,三等車の中（スケッチ）,26
50259,ヂェラルド・ド・ネルヴァル,26
55709,詩集　浚渫船,26
51318,詩人は辛い,26
55710,詩壇への願ひ,26
55711,詩壇への抱負,26
55712,詩と現代,26
55731,詩と詩人,26
50231,詩と其の伝統,26
50245,小詩論,26
55713,書信,26
55732,詩論,26
55714,新短歌に就いて,26
55775,深夜の峠にて,26
55733,心理的と個性的,26
55776,青年青木三造,26
55777,西部通信,26
51322,早春散歩,26
55778,その一週間,26
50246,その頃の生活,26
50247,高橋新吉論,26
55907,タバコとマントの恋,26
55735,近頃芸術の不振を論ず,26
50248,地上組織,26
51324,疲れやつれた美しい顔,26
51349,（辛いこつた辛いこつた！）,26
55717,デボルド―ヷルモオル,26
55739,トリスタン・コルビエールを紹介す,26
58678,夏,26
51325,夏と悲運,26
51326,夏と私,26
51327,夏の夜の博覧会は、かなしからずや,26
55779,夏の夜の話,26
51328,夏は青い空に……,26
55734,撫でられた象,26
51350,（七銭でバットを買つて）,26
55716,萩原朔太郎評論集　無からの抗争,26
55903,春の日の怒,26
55780,引越し,26
55781,一つの境涯,26
55740,非文学的文士,26
51329,干物,26
55905,不可入性,26
55782,古本屋,26
55736,文学に関係のない文学者,26
45118,誰か,121
51330,別離,26
46578,亡弟,26
51332,坊や,26
55632,宮沢賢治全集,26
45113,ちらちら光れ小い星,121
55633,宮沢賢治全集刊行に際して,26
55634,宮沢賢治の詩,26
55738,宮沢賢治の世界,26
45119,積木の町,121
55705,山羊の言,26
55715,逝ける辻野君,26
55783,夢,26
47355,夭折した富永太郎,26
55934,夜汽車の食堂,26
50257,よもやまの話,26
55737,我邦感傷主義寸感,26
50241,我が詩観,26
55785,我が生活,26
50250,分らないもの,26
55784,私の事,26
55020,明るい顔,1667
55015,明るすぎる月,1667
55030,蹠,1667
55009,あなたの顔,1667
55033,氏,1667
55026,贈物,1667
55010,気象台風景,1667
55024,郷愁,1667
55027,果物屋の広告文,1667
55012,月下市街図,1667
55021,五月よ,1667
55032,最後の手紙,1667
55029,沈め,1667
55014,詩と詩集,1667
45120,僕の国,121
54424,白い独楽,1667
55018,睡眠,1667
55041,すらんらん集,1667
55022,晴天,1667
55037,銭湯より帰る,1667
55040,体操,1667
55023,頂上,1667
55025,月あかり,1667
55034,某,1667
54423,日曜演奏後,1667
55016,濡れる展望,1667
54422,ねがひ,1667
55031,母はとほい,1667
55035,服装,1667
55019,伏兵,1667
55028,舳,1667
55038,冒険,1667
55036,水浴び,1667
55011,港に沈んだ鉄片の希望,1667
55039,無機物地帯,1667
55017,夜,1667
59064,「絵画の見かた」あとがき,1996
57234,備後より,702
57235,三次の鵜飼,702
57236,頼杏坪先生,702
59004,山岳浄土,1954
58862,残雪の幻像,1954
57020,悪夢,1822
57021,霧の蕃社,1822
57022,南方郵信,1822
53205,Ｉ駅の一夜,1569
56730,アラスカ通信,1569
56731,アラスカの氷河,1569
57260,異魚,1569
56732,ウィネッカの秋,1569
56733,ウィネッカの冬,1569
57863,英国の物理学界と物理学者,1569
53235,面白味,1569
57864,温泉１,1569
57282,温泉２,1569
53234,貝鍋の歌,1569
53233,科学映画の一考察,1569
53232,科学と文化,1569
57267,桂浜,1569
53229,硝子を破る者,1569
57451,寒月の「首縊りの力学」その他,1569
57268,北国の春,1569
57452,球皮事件,1569
57269,金鱗湖,1569
56726,黒い月の世界,1569
57266,『ケプロン・黒田の構想』について,1569
57296,ケリイさんのこと,1569
57453,「光線の圧力」の話,1569
57270,高度八十マイル,1569
57285,国際雪氷委員会のことなど,1569
57286,古代東洋への郷愁,1569
57454,御殿の生活,1569
57865,米粒の中の仏様,1569
53225,語呂の論理,1569
57297,コロラド通信,1569
57263,塩の風趣,1569
54851,実験室の記憶,1569
53224,指導者としての寺田先生,1569
57457,霜柱と白粉の話,1569
53240,「霜柱の研究」について,1569
57271,写真と暮らした三十年,1569
57458,十二花の雪,1569
57305,樹氷の科学,1569
56727,白い月の世界,1569
57866,清々しさの研究の話,1569
57306,救われた稀本,1569
57459,スポーツの科学,1569
57867,墨色,1569
57860,『雪華図説』の研究,1569
57861,『雪華図説』の研究後日譚,1569
53222,線香の火,1569
45381,母を尋ねて三千里,1171
53489,線香花火,1569
57461,「先生を囲る話」について,1569
57307,大雪山二題,1569
53220,淡窓先生の教育,1569
57308,小さい機縁,1569
53200,茶碗の曲線,1569
53239,「茶碗の湯」のことなど,1569
53492,ツーン湖のほとり,1569
53218,寺田先生と銀座,1569
53202,寺田先生の追憶,1569
59199,寺田寅彦の追想,1569
57309,天地創造の話,1569
57463,寅彦夏話,1569
2258,お日様のあるうちに,181
520,侯爵夫人,181
2260,蠱惑草,181
944,ザディッグ　又は　宿命,181
2268,シルヴィアって誰？,181
3502,真実は銘々に,181
2283,椿姫,181
2286,涙なしのフランス語,181
2287,眠りの森の王子,181
368,裸の王様,181
2290,深く青い海,181
2291,炎の道,181
2293,銘々のテーブル,181
57272,寅彦の遺跡,1569
57264,鳥井さんのことなど,1569
57303,『団栗』のことなど,1569
57288,長岡と寺田,1569
57869,長崎留学,1569
53216,南画を描く話,1569
57273,南極・北極・熱帯の雪,1569
53237,『日本石器時代提要』のこと,1569
53215,日本のこころ,1569
53490,楡の花,1569
57870,鼠の湯治,1569
57310,農業物理学夜話,1569
57289,八戒に遭った話,1569
57280,ピーター・パン,1569
53214,比較科学論,1569
53213,一人の無名作家,1569
57274,百科事典美談,1569
57311,二つの序文,1569
56012,冬ごもり,1569
57464,冬彦夜話,1569
57312,防寒戸,1569
57276,母性愛の蟹,1569
57275,北海道開発に消えた八百億円,1569
53212,真夏の日本海,1569
57874,真夏の日本海,1569
57871,民族的記憶の名残,1569
57277,娘の結婚,1569
57872,室鰺,1569
57281,「もく星」号の謎,1569
57292,湯川秀樹さんのこと,1569
53211,雪雑記,1569
57466,雪の化石１,1569
57278,雪の化石２,1569
53199,雪の十勝,1569
57467,雪の話,1569
57313,雪は資源である,1569
55987,雪を消す話,1569
53210,雪を作る話,1569
53209,由布院行,1569
57468,リチャードソン,1569
53208,立春の卵,1569
53207,流言蜚語,1569
57279,六三制を活かす道,1569
57293,露伴先生と神仙道,1569
57265,若き日の思い出,1569
53206,私の生まれた家,1569
57294,私のふるさと,1569
57295,私の履歴書,1569
53954,先駆者,1436
49850,「孔雀船」解説,1061
52125,穀神としての牛に関する民俗,1420
52126,獅子舞雑考,1420
2669,岡本一平著並画『探訪画趣』序,148
2383,学者と名誉,148
2674,元日,148
58276,鬼哭寺の一夜,148
2670,木下杢太郎『唐草表紙』序,148
778,教育と文芸,148
2373,虚子君へ,148
770,ケーベル先生,148
771,ケーベル先生の告別,148
766,コンラッドの描きたる自然について,148
793,作物の批評,148
4682,『三四郎』予告,148
1749,子規の画,148
795,子規の画,148
42297,「自然を写す文章」,148
797,初秋の一日,148
2680,処女作追懐談,148
2575,鈴木三重吉宛書簡―明治三十九年,148
42320,西洋にはない,148
2315,戦争からきた行き違い,148
1102,創作家の態度,148
2667,高浜虚子著『鶏頭』序,148
2370,田山花袋君に答う,148
56900,「土」に就て,148
2668,『土』に就て,148
4686,艇長の遺書と中佐の詩,148
42156,『伝説の時代』序,148
2313,『東洋美術図譜』,148
2682,長塚節氏の小説「土」,148
788,中味と形式,148
2673,入社の辞,148
4684,『煤煙』の序,148
787,博士問題とマードック先生と余,148
2376,博士問題の成行,148
762,長谷川君と余,148
754,文芸委員は何をするか,148
756,文芸と道徳,148
2371,文壇の趨勢,148
764,変な音,148
1750,僕の昔,148
2375,マードック先生の『日本歴史』,148
780,幻影の盾,148
786,無題,148
2372,明治座の所感を虚子君に問れて,148
1747,模倣と独立,148
2678,予の描かんと欲する作品,148
2676,落第,148
52179,千里駒後日譚,1587
52180,千里の駒後日譚拾遺,1587
58579,ラヂオ閑話,1943
52954,阿房山賦,712
52955,祭舌文,712
52559,土用干ノ記,712
43617,阿片の味,48
42216,一兵卒と銃,48
807,Ｓ中尉の話,48
358,画家とセリセリス,48
4859,気質と文章,48
508,霧の夜に,48
1052,疑惑,48
43556,現代作家に対する批判と要求,48
45278,三作家に就ての感想,48
5008,死の接吻,48
