作品ID,作品名,人物ID
1674,燕枝芸談,274
55279,人馬のにひ妻,1722
55219,ありとあらゆるわが思,961
55224,あはれ今,961
55220,歌よ、ねがふは,961
55221,きその日は,961
55223,泣けよ恋人,961
55225,びるぜん祈祷,961
55222,忌々しき「死」の大君は,961
55218,よそ人のあざむが如く,961
52316,大植物図鑑,1557
43647,イオーヌィチ,1155
43644,犬を連れた奥さん,1155
51292,かき,1155
51366,カシタンカ,1155
43645,可愛い女,1155
51424,グーセフ,1155
52177,頸の上のアンナ,1155
52239,熊,1155
45196,子守つ子,1155
51353,小波瀾,1155
51735,追放されて,1155
45195,てがみ,1155
51354,富籤,1155
51423,女房ども,1155
52294,マリ・デル,1155
51293,嫁入り支度,1155
45667,六号室,1155
51862,ワーニャ伯父さん,1155
43496,金の十字架の呪い,1123
42940,作男・ゴーの名誉,1123
43018,サレーダイン公爵の罪業,1123
45514,伊賀、伊勢路,275
45513,伊賀国,275
1675,うつり香,275
1677,狂乱,275
1676,黒髪,275
4715,湖光島影,275
1678,霜凍る宵,275
4662,箱根の山々,275
4713,別れたる妻に送る手紙,275
53885,『愛国心』私はこう思う,1540
53897,アイヌ語学,1540
53898,アイヌ語のおもしろさ,1540
53899,アイヌ宗教成立の史的背景,1540
53900,アイヌ族の俚謡,1540
53886,あの世の入口,1540
53887,生きているコタンの銅像,1540
53888,おば金成マツのこと,1540
53890,学問ある蛙の話,1540
53889,金成マツとユーカラ,1540
53891,言語と文化史,1540
53892,性に関するアイヌの習俗,1540
53893,洞爺湖の伝説,1540
53896,図書館通い,1540
53894,日本語とアイヌ語の関係,1540
53901,ホッキ巻,1540
52480,和人わ舟お食う,1540
46482,手紙,276
2071,板ばさみ,365
45197,そり（童話）,365
5000,倩娘,1057
57857,海からきた卵,1876
4055,兵馬倥偬の人,660
4055,兵馬倥偬の人,934
49431,蒼馬を見たり,159
858,え゛りと・え゛りたす,159
854,「享楽座」のぷろろぐ,159
855,錯覚自我説,159
856,錯覚した小宇宙,159
853,自分だけの世界,159
2400,書斎,159
857,Tada-Dada of Alangri-Gloriban,159
847,だだをこねる,159
848,惰眠洞妄語,159
852,ふもれすく,159
851,変なあたま,159
1680,登山の朝,277
46265,早春箋,1228
53725,学究生活五十年,1535
53727,偶言,1535
53728,芸術と国民性,1535
53729,芸術と社会,1535
53726,建国の事情と万世一系の思想,1535
53724,〔『支那思想と日本』初版〕まえがき,1535
53730,史論の流行,1535
53731,神代史の研究法,1535
53732,陳言套語,1535
53733,東洋文化、東洋思想、東洋史,1535
53734,流れ行く歴史の動力,1535
53735,日本上代史の研究に関する二、三の傾向について,1535
53736,日本精神について,1535
53737,日本に於ける支那学の使命,1535
53738,日本歴史の研究に於ける科学的態度,1535
53739,日本歴史の特性,1535
53740,仏教史家に一言す,1535
53741,歴史の学に於ける「人」の回復,1535
53742,歴史の矛盾性,1535
53728,芸術と国民性,1671
53729,芸術と社会,1671
47978,西周伝,1322
45306,あしびの花,344
50305,風は草木にささやいた,344
2399,私の書斎,344
45147,犬の子,1179
45141,海坊主の話,1179
42610,死刑囚最後の日,906
45132,大寒小寒,1179
45138,お母さんの思ひ出,1179
45131,柿,1179
45140,騎士屋,1179
45135,狐に化された話,1179
45144,狐の渡,1179
46822,ジャン・クリストフ,906
45133,さがしもの,1179
45148,芝の芽,1179
42609,ジャン・クリストフ,906
42590,ジャン・クリストフ,906
42591,ジャン・クリストフ,906
42592,ジャン・クリストフ,906
42593,ジャン・クリストフ,906
42594,ジャン・クリストフ,906
42595,ジャン・クリストフ,906
42596,ジャン・クリストフ,906
42597,ジャン・クリストフ,906
42598,ジャン・クリストフ,906
42599,ジャン・クリストフ,906
42608,ジャン・クリストフ,906
45130,千本木川,1179
45145,天童,1179
45139,時男さんのこと,1179
45134,のぞき眼鏡,1179
45129,八の字山,1179
45146,八ノ字山,1179
45149,バッタ,1179
45142,身代り,1179
45143,雪に埋れた話,1179
45136,私の祖父,1179
46731,蚤と蚊,1262
46704,豚と猪,1262
46732,蛇と蛙,1262
46733,ペンとインキ,1262
515,国民性と文学,87
902,予が見神の実験,87
58535,学生時代の菊池寛,1939
58921,一つ身の着物,1875
46445,石器時代総論要領,1242
49438,斎藤緑雨と内田不知菴,141
3609,十歳以前に読んだ本,141
51359,ロミオとヂュリエット,141
45305,挿頭花,278
4959,月夜のあとさき,278
1681,猟人,278
54771,村へ行く,1674
55216,あすは、明日は、,5
55217,一僧,5
55215,露西亜の言葉,5
3418,襟,884
4730,省察,1029
740,シャロットの妖姫,140
42304,世界怪談名作集,1087
42294,怪奇人造島,1084
24389,秋の歌,42
42218,浅草紙,42
42255,浅間山麓より,42
2341,あひると猿,42
4625,雨の上高地,42
24390,嵐,42
24391,ある幻想曲の序,42
42160,ある探偵事件,42
43439,ある日の経験,42
2444,案内者,42
4653,伊香保,42
24392,異郷,42
2453,池,42
2468,生ける人形,42
42227,異質触媒作用,42
24429,イタリア人,42
2502,糸車,42
2452,伊吹山の句について,42
2450,浮世絵の曲線,42
24428,埋もれた漱石伝記資料,42
46412,歌の口調,42
46413,宇都野さんの歌,42
2469,映画芸術,42
43277,映画雑感（Ⅵ）,42
43278,映画雑感（Ⅴ）,42
2467,映画雑感（Ⅰ）,42
2497,映画雑感（Ⅲ）,42
46437,映画雑感（Ⅶ）,42
2481,映画雑感（Ⅱ）,42
2498,映画雑感（Ⅳ）,42
339,映画時代,42
2496,映画と生理,42
2465,映画の世界像,42
2482,映画「マルガ」に現われた動物の闘争,42
43249,鸚鵡のイズム,42
2491,踊る線条,42
46414,御返事（石原純君へ）,42
2490,思い出草,42
2470,音楽的映画としての「ラヴ・ミ・トゥナイト」,42
2344,怪異考,42
24427,海水浴,42
42147,海陸風と夕なぎ,42
24426,蛙の鳴声,42
42693,科学上における権威の価値と弊害,42
42694,科学上の骨董趣味と温故知新,42
2358,科学と文学,42
43535,学問の自由,42
2348,火山の名について,42
2476,火事教育,42
42161,家庭の人へ,42
2353,鐘に釁る,42
2460,カメラをさげて,42
43250,烏瓜の花と蛾,42
2338,からすうりの花と蛾,42
42256,鴉と唱歌,42
1697,軽井沢,42
24425,枯菊の影,42
2356,感覚と科学,42
42148,神田を散歩して,42
42695,観点と距離,42
43251,議会の印象,42
42257,喫煙四十年,42
2361,疑問と空想,42
2333,球根,42
24424,窮理日記,42
43279,教育映画について,42
24423,郷土的味覚,42
2484,記録狂時代,42
2478,銀座アルプス,42
2480,空想日録,42
2488,沓掛より,42
24422,車,42
43252,ＫからＱまで,42
42698,言語と道具,42
2505,小泉八雲秘稿画本「妖魔詩話」,42
43076,工学博士末広恭二君,42
42258,高原,42
24421,高知がえり,42
42162,五月の唯物観,42
24420,凩,42
42768,言葉の不思議,42
42259,ゴルフ随行記,42
42699,西鶴と科学,42
43568,歳時記新註,42
2475,鎖骨,42
2486,錯覚数題,42
43536,雑感,42
42220,雑記（Ⅰ）,42
42261,雑記帳より（Ⅰ）,42
42262,雑記帳より（Ⅱ）,42
42219,雑記（Ⅱ）,42
42260,札幌まで,42
42228,さまよえるユダヤ人の手記より,42
2489,さるかに合戦と桃太郎,42
42163,猿の顔,42
2501,三斜晶系,42
2438,自画像,42
24419,子規自筆の根岸地図,42
24416,鴫突き,42
24417,鴫つき,42
24418,子規の追憶,42
2487,試験管,42
2458,時事雑感,42
2354,自然界の縞模様,42
42700,自然現象の予報,42
2503,詩と官能,42
2332,芝刈り,42
2492,ジャーナリズム雑感,42
2442,写生紀行,42
4654,写生紀行,42
2504,自由画稿,42
24412,重兵衛さんの一家,42
24415,障子の落書,42
2483,蒸発皿,42
42213,昭和二年の二科会と美術院,42
24414,書簡（Ⅰ）,42
24413,書簡（Ⅱ）,42
42263,初冬の日記から,42
43078,塵埃と光,42
4669,新春偶語,42
42264,新年雑俎,42
2357,神話と地球物理学,42
4361,随筆難,42
33198,ステッキ,42
42229,スパーク,42
1689,相撲,42
2459,青衣童女像,42
2463,青磁のモンタージュ,42
43253,石油ランプ,42
43079,瀬戸内海の潮と潮流,42
2434,先生への通信,42
43254,戦争と気象学,42
43255,千人針,42
2343,相対性原理側面観,42
4670,颱風雑俎,42
24411,高浜さんと私,42
24410,鷹を貰い損なった話,42
1682,旅日記から,42
2473,田丸先生の追憶,42
46415,短歌の詩形,42
2445,断水の日,42
42222,断片（Ⅰ）,42
42221,断片（Ⅱ）,42
42164,小さな出来事,42
1694,知と疑い,42
43256,チューインガム,42
24409,追憶の医師達,42
24408,追憶の冬夜,42
43280,津田青楓君の画と南画の芸術的価値,42
43281,帝展を見ざるの記,42
2466,「手首」の問題,42
2441,田園雑感,42
42388,電車と風呂,42
1691,天文と俳句,42
24407,東上記,42
2337,解かれた象,42
2362,時の観念とエントロピーならびにプロバビリティ,42
2464,読書の今昔,42
43081,土佐の地名,42
2340,とんびと油揚,42
43282,中村彝氏の追憶,42
42230,夏,42
43034,夏の小半日,42
43569,夏目先生の俳句と漢詩,42
2472,夏目漱石先生の追憶,42
42165,鉛をかじる虫,42
43283,二科会その他,42
43284,二科会展覧会雑感,42
43285,二科狂想行進曲,42
43286,二科展院展急行瞥見,42
2451,二十四年前,42
2349,日常身辺の物理的諸問題,42
2456,日本楽器の名称,42
2477,ニュース映画と新聞記事,42
2494,庭の追憶,42
24406,根岸庵を訪う記,42
42265,猫の穴掘り,42
42606,レ・ミゼラブル,906
42600,レ・ミゼラブル,906
42601,レ・ミゼラブル,906
42602,レ・ミゼラブル,906
42603,レ・ミゼラブル,906
42604,レ・ミゼラブル,906
2335,ねずみと猫,42
4390,年賀状,42
1690,俳諧瑣談,42
2471,俳諧の本質的概論,42
2512,俳句の型式とその進化,42
2513,俳句の精神,42
2493,函館の大火について,42
42266,箱根熱海バス紀行,42
42166,蜂が団子をこしらえる話,42
24405,初旅,42
43570,話の種,42
2331,花物語,42
2511,破片,42
2439,春寒,42
2440,春六題,42
24404,半日ある記,42
2515,Ｂ教授の死,42
2345,比較言語学における統計的研究法の可能性について,42
2360,人魂の一つの場合,42
2448,一つの思考実験,42
42214,人の言葉――自分の言葉,42
2435,病院の夜明けの物音,42
24403,病院風景,42
2436,病室の花,42
42223,病中記,42
2495,藤棚の陰から,42
2339,藤の実,42
24402,二つの正月,42
2355,物質群として見た動物群,42
42701,物質とエネルギー,42
2351,物理学圏外の物理的現象,42
42702,物理学実験の教授について,42
2342,物理学と感覚,42
42703,物理学の応用について,42
43534,PROFESSOR TAKEMATU OKADA,42
42704,文学の中の科学的要素,42
24401,ベルリン大学,42
42705,方則について,42
24400,星,42
2474,北氷洋の氷の割れる音,42
24399,まじょりか皿,42
24398,祭,42
43259,マルコポロから,42
2437,丸善と三越,42
42706,漫画と科学,42
1693,蓑田先生,42
2334,簔虫と蜘蛛,42
42769,耳と目,42
24397,明治三十二年頃,42
1696,木蓮,42
2514,物売りの声,42
24396,森の絵,42
1692,野球時代,42
4435,厄年と etc.,42
42224,鑢屑,42
43287,山中常盤双紙,42
24395,やもり物語,42
43082,夕凪と夕風,42
24394,雪ちゃん,42
24393,夢,42
43496,金の十字架の呪い,216
2457,Liber Studiorum,42
42231,ラジオ雑感,42
42940,作男・ゴーの名誉,216
42932,青玉の十字架,216
43018,サレーダイン公爵の罪業,216
2462,ラジオ・モンタージュ,42
2330,竜舌蘭,42
2447,亮の追憶,42
43083,レーリー卿（Lord Rayleigh）,42
2461,連句雑俎,42
2352,ロプ・ノールその他,42
2454,路傍の草,42
1695,わが中学時代の勉強法,42
2443,笑い,42
42930,秘密の庭,216
43107,「雨の降る日は天気が悪い」序,1081
42931,見えざる人,216
51937,イーリアス,1081
56892,小桜姫物語,1081
42232,新詩発生時代の思ひ出,1081
52336,随筆　藪柑子,1081
42242,漱石さんのロンドンにおけるエピソード,1081
43115,野口英世博士の生家を訪ひて,1081
43116,晩翠放談「自序」,1081
45338,随筆　藪柑子,1198
43125,ラ・ベルとラ・ベート（美し姫と怪獣）,1135
54263,かめ,1654
45194,村の学校（実話）,1181
56567,日本推理小説の曲り角,1788
4665,道学先生の旅,669
48340,翻訳製造株式会社,669
58880,国語学と国語教育,1968
58881,国語学と国語教育との交渉,1968
1701,足迹,23
1700,新世帯,23
4762,或売笑婦の話,23
55372,ある夜,23
1699,仮装人物,23
1702,黴,23
2951,躯,23
4629,霧ヶ峰から鷲ヶ峰へ,23
948,絶望,23
50188,挿話,23
1703,爛,23
4766,チビの魂,23
4767,のらもの,23
50570,媒介者,23
4763,花が咲く,23
55384,二つの失敗,23
4764,風呂桶,23
4765,町の踊り場,23
55385,老苦,23
3512,和解,23
4988,佗しい放浪の旅,23
49604,弟を葬る,1369
49622,将来の日本,1369
51204,吉田松陰,1369
48204,燕尾服着初めの記,280
46537,花月の夜,280
1707,草とり,280
18326,熊の足跡,280
58307,地蔵尊,280
46610,馬上三日の記,280
2517,水汲み,280
46536,良夜,280
49290,白い道,1308
49297,麦の芽,1308
49298,眼,1308
53939,愚かなるものよ,1611
53940,洪水のように,1611
54335,舟夫,1658
54341,囚人,1658
54340,蠅,1658
54339,馬車,1658
54342,はめつ,1658
54337,人妻,1658
54338,室内,1658
54336,都の話,1658
55392,所謂批評の「科学性」についての考察,281
3669,映画芸術と映画,281
43268,エマヌエル・カント『自然哲学原理』解説,281
42185,科学的精神とは何か,281
42191,科学と科学の観念,281
3590,科学論,281
55282,学生の技能と勤労大衆,281
55287,学界の純粋支持者として,281
43267,カントと現代の科学,281
42190,技術的精神とは何か,281
42192,技術と科学との概念,281
42194,技術へ行く問題,281
55352,挙国一致体制と国民生活,281
49149,クリティシズムと認識論との関係,281
55289,啓蒙の現代的意味と役割とについて,281
42188,現代科学教育論,281
3597,現代哲学講話,281
3598,現代唯物論講話,281
55353,近衛内閣の常識性,281
3670,娯楽論,281
42186,最近日本の科学論,281
55283,思想議会たるを知れ,281
55349,思想動員論,281
55350,社大党はファッショ化したか？,281
43265,性格としての空間,281
42193,生産を目標とする科学,281
3601,世界の一環としての日本,281
55354,一九三七年を送る日本,281
55351,戦争ジャーナリスト論,281
1709,デカルトと引用精神,281
49150,哲学の現代的意義,281
1712,読書法,281
3596,日本イデオロギー論,281
55285,日本の頭脳調べ,281
55394,日本の民衆と「日本的なるもの」,281
55290,日本文化の特殊性,281
55393,認識論としての文芸学,281
43264,範疇としての空間に就いて,281
55281,範疇の発生学,281
42189,ひと吾を公式主義者と呼ぶ,281
42187,再び科学的精神について,281
55280,再び「科学の歴史的社会的制約」に就いて,281
55293,〔付〕唯物論研究に就て（戸坂潤手記）,281
55391,文芸評論の方法について,281
55291,『唯研ニュース』,281
55288,唯物論とファッシズム,281
55286,友情に関係あるエッセイ,281
55284,私の見た大学,281
46886,永遠の夫,363
57393,地下生活者の手記,363
52184,打出の小槌,1499
52185,将棋の話,1499
51276,日を愛しむ,1499
51277,澪標,1499
51279,落日の光景,1499
50635,美的生活論とニイチエ,1455
802,杉よ！　眼の男よ！,149
55242,天の狼,1715
58935,転がり試合,1958
42298,小さな旅,677
55465,AU RIMBAUD,678
55463,COLLOQUE MOQUEUR,678
55466,秋の悲歎,678
55467,遺産分配書,678
55468,美しき敵,678
55469,横臥合掌,678
55471,画家の午後,678
55470,影絵,678
55472,警戒,678
55473,原始林の縁辺に於ける探険者,678
55474,頌歌,678
55475,焦燥,678
55476,深夜の道士,678
55478,即興,678
55480,大脳は厨房である,678
55479,煙草の歌,678
55481,断片,678
55482,忠告,678
55483,鳥獣剥製所,678
55484,手,678
55485,癲狂院外景,678
55477,熱情的なフーガ,678
55486,橋の上の自画像,678
55487,恥の歌,678
55488,晩春小曲,678
55464,PANTOMIME,678
55489,俯瞰景,678
55493,無題,678
55491,無題,678
55492,無題,678
55490,無題,678
55494,無題　京都,678
55495,ゆふべみた夢（Etude）,678
55496,夜の讃歌,678
55498,四行詩,678
55497,四行詩,678
55499,ランボオへ,678
1714,あめんちあ,282
47845,懐疑思潮に付て,923
47850,学究漫録,923
48122,明治人物月旦（抄）,1161
43624,明治人物月旦（抄）,1161
42479,秋の気魄,906
42481,秋の幻,906
42418,悪夢,906
42737,朝やけ,906
42439,足,906
42540,明日,906
45067,アフリカのスタンレー,906
42579,新たな世界主義,906
42422,或る男の手記,906
42406,或る女の手記,906
42654,或る作家の厄日,906
42437,或る素描,906
826,天国と地獄の結婚,47
42575,或る日の対話,906
609,無垢と経験のうた,47
42581,或る夜の武田麟太郎,906
42668,怒りの虫,906
45698,活人形,906
42436,公孫樹,906
45065,市郎の店,906
42454,田舎者,906
45055,犬の八公,906
42532,異邦人の意欲,906
42533,意欲の窒息,906
42653,失われた半身,906
42395,運命のままに,906
42524,エスキス,906
45060,エミリアンの旅,906
42504,逢魔の刻,906
42438,丘の上,906
42441,阿亀,906
42432,叔父,906
42627,お月様の唄,906
42652,男ぎらい,906
42448,溺るるもの,906
42628,お山の爺さん,906
42566,オランウータン,906
42404,愚かな一日,906
42390,恩人,906
42663,女心の強ければ,906
42468,女と帽子,906
42573,怪異に嫌わる,906
42527,書かれざる作品,906
42482,影,906
42726,崖下の池,906
42629,影法師,906
45699,風ばか,906
42393,過渡人,906
42656,悲しい誤解,906
42715,画舫,906
42477,蝦蟇,906
42416,神棚,906
42505,鴨猟,906
42522,川端柳,906
42717,変る,906
42721,乾杯,906
42513,奇怪な話,906
42501,帰京記,906
42499,戯曲を書く私の心持,906
42450,傷痕の背景,906
45059,木曽の一平,906
42677,擬体,906
42434,狐火,906
42525,球体派,906
42655,牛乳と馬,906
42578,今日の条件,906
42469,霧の中,906
42508,樹を愛する心,906
42483,金魚,906
42630,キンショキショキ,906
45057,金の猫の鬼,906
42632,銀の笛と金の毛皮,906
42631,金の目銀の目,906
42488,偶像に就ての雑感,906
42402,楠の話,906
42518,蜘蛛,906
42749,蔵の二階,906
42403,群集,906
42543,形態について,906
42664,化生のもの,906
42494,月評をして,906
42410,月明,906
42548,幻覚記,906
42500,現代小説展望,906
42519,鯉,906
42430,好意,906
42661,好人物,906
42433,香奠,906
42530,交遊断片,906
42633,コーカサスの禿鷹,906
42487,故郷,906
42539,故郷,906
42444,黒点,906
45940,湖水と彼等,906
42659,孤独者の愛,906
42724,古木,906
42389,蠱惑,906
53047,罪・苦痛・希望・及び真実の道についての考察,119
42408,子を奪う,906
42708,在学理由,906
42472,最近の菊池寛氏,906
42466,坂田の場合,906
42497,作者の住む世界,906
42471,作品の倫理的批評,906
42559,作家的思想,906
42556,砂漠の情熱,906
42748,山上湖,906
42458,椎の木,906
42669,死因の疑問,906
42467,潮風,906
42720,塩花,906
42611,死刑囚最後の日解説,906
42317,杜松の樹,692
42309,ラプンツェル,692
42507,「自然」,906
42549,失策記,906
57353,ゴリオ爺さん,1851
42459,死ね！,906
42455,死の前後,906
45054,シャボン玉,906
42607,ジャン・クリストフ,906
42609,ジャン・クリストフ,906
42608,ジャン・クリストフ,906
42585,ジャングル頭,906
42571,上海の渋面,906
42554,十一谷義三郎を語る,906
42538,自由主義私見,906
42667,春盲,906
42526,情意の干満,906
42634,正覚坊,906
42511,条件反射,906
42457,常識,906
45946,小説集「白い朝」後記,906
45947,小説集「秦の憂愁」後記,906
45948,小説集「聖女人像」後記,906
45949,小説集「白蛾」後記,906
45950,小説集「白塔の歌」後記,906
45951,小説集「山吹の花」後記,906
42417,小説中の女,906
42492,小説の内容論,906
45945,小説・評論集「文学母胎」後記,906
42394,少年の死,906
42551,少年文学私見,906
42464,食慾,906
42520,初秋海浜記,906
42676,庶民生活,906
42729,白藤,906
42470,白い朝,906
42730,白蛾,906
42557,新時代の「童話」,906
42719,秦の出発,906
42718,秦の憂愁,906
42563,神話と青春との復活,906
45952,随筆評論集「書かれざる作品」後記,906
45953,随筆評論集「情意の干満」後記,906
45954,随筆評論集「文学以前」後記,906
42396,生あらば,906
42535,性格批判の問題,906
42534,性格を求む,906
42489,生活について,906
42398,生と死との記録,906
42739,聖女人像,906
42675,絶縁体,906
42449,操守,906
42736,早春,906
42400,蘇生,906
42473,大自然を讃う,906
45063,太一の靴は世界一,906
42728,高尾ざんげ,906
42564,高千穂に思う,906
42662,蛸の如きもの,906
42582,太宰治との一日,906
42453,立枯れ,906
42714,立札,906
42588,狸石,906
42635,狸のお祭り,906
42397,田原氏の犯罪,906
42725,旅だち,906
42486,旅人の言,906
42392,球突場の一隅,906
42746,小さき花にも,906
42523,地水火風空,906
42529,父と子供たち,906
42461,父の形見,906
42570,中支生活者,906
42552,長篇小説私見,906
42456,千代次の驚き,906
42512,「沈黙」の話,906
42429,月かげ,906
42649,憑きもの,906
42711,椿の花の赤,906
45700,強い賢い王様の話,906
42636,手品師,906
42660,田園の幻,906
42637,天下一の馬,906
42638,天狗の鼻,906
42640,天狗笑,906
42421,電車停留場,906
42506,同感,906
42460,道化役,906
42435,童貞,906
42734,道標,906
42427,同胞,906
42490,都会に於ける中流婦人の生活,906
42424,都会の幽気,906
42412,特殊部落の犯罪,906
42723,渡舟場,906
42425,土地,906
42740,土地に還る,906
42709,鳶と柿と鶏,906
42673,どぶろく幻想,906
42391,囚われ,906
42678,囚われ人,906
42639,泥坊,906
42641,長彦と丸彦,906
42502,ナポレオンの遺書,906
42657,新妻の手記,906
42463,肉体,906
42440,二等車に乗る男,906
42547,女人禁制,906
42451,女客一週間,906
45701,人形使い,906
42428,人間繁栄,906
42722,沼のほとり,906
42517,猫,906
42747,猫捨坂,906
42583,猫先生の弁,906
42415,野ざらし,906
42496,野に声なし,906
42475,梅花の気品,906
45702,ばかな汽車,906
42716,白塔の歌,906
42738,白木蓮,906
42485,蓮,906
42445,裸木,906
42727,波多野邸,906
42413,白血球,906
42674,花子の陳述,906
42514,話の屑籠,906
42743,花ふぶき,906
42665,母親,906
42491,バラック居住者への言葉,906
42446,春,906
42476,春の幻,906
42411,反抗,906
42509,美醜,906
42401,微笑,906
42733,非情の愛,906
42542,必要以上のもの,906
42642,ひでり狐,906
42650,一つの愛情,906
42423,人の国,906
42713,碑文,906
42493,ヒューメーンということに就て,906
42521,表現論随筆,906
42498,病室の幻影,906
42544,猫性,906
42586,ヒロシマの声,906
42670,広場のベンチ,906
42584,ピンカンウーリの阿媽,906
42555,風景,906
42560,風俗時評,906
42658,復讐,906
42550,ふざけた読書,906
42643,不思議な帽子,906
42443,不肖の兄,906
42495,舞台のイメージ,906
42405,二つの途,906
42516,舞踏病,906
42528,父母に対する私情,906
42442,古井戸,906
42536,文学以前,906
42565,文学以前,906
42576,文学精神は言う,906
42577,文学に於ける構想力,906
42537,文学の曇天,906
42558,文学への実感について,906
42568,北京・青島・村落,906
42745,ヘヤーピン一本,906
42420,変な男,906
42644,彗星の話,906
42531,傍人の言,906
42569,北支点描,906
42651,程よい人,906
42645,街の少年,906
42541,待つ者,906
42742,祭りの夜,906
42679,窓にさす影,906
42478,真夏の幻影,906
45695,魔法探し,906
42414,幻の彼方,906
42562,幻の園,906
47296,ランボオ詩集,26
47215,ランボオ詩集≪学校時代の詩≫,26
42474,真夜中から黎明まで,906
42580,三木清を憶う,906
42732,水甕,906
42431,道連,906
42710,三つの嘘,906
42712,三つの悲憤,906
42465,南さんの恋人,906
42409,未来の天才,906
42666,無法者,906
42741,紫の壜,906
42671,ものの影,906
42553,「紋章」の「私」,906
42646,山の別荘の少年,906
42680,山吹の花,906
42545,守宮,906
42515,愉快な話,906
42510,夢,906
42561,夢の図,906
42647,夢の卵,906
42480,湯元の秋,906
42574,楊先生,906
42452,慾,906
42648,雷神の珠,906
42731,落雷のあと,906
42407,理想の女,906
42399,掠奪せられたる男,906
42572,竜宮,906
42426,林檎,906
42672,霊感,906
42503,霊気,906
42484,轢死人,906
42546,録音集,906
42462,別れの辞,906
42589,私の信条,906
53658,月産五百台が我社の根本方針,1362
53532,国産自動車と価格の問題,1362
53678,準備は出来たトヨタは邁進します,1362
53533,乗用車発表に際して,1362
53679,トヨタ自動車一周年を迎へて,1362
49267,トヨタ電気自動車試作,1362
53518,プレスの操作に手工業を加味,1362
53519,ボデー意匠審査会　美術の粋を蒐め独特の形態美へ,1362
58088,ユダヤ人のブナの木,1900
3038,維新史の資料に就て,284
2611,禹貢製作の時代,284
2942,易疑,284
1734,応仁の乱に就て,284
1735,大阪の町人学者富永仲基,284
3037,大阪の町人と学問,284
1736,概括的唐宋時代観,284
3337,学変臆説,284
59829,悦楽（現代訳）,2045
59484,努力論（現代訳）,2045
2251,近畿地方に於ける神社,284
2607,近代支那の文化生活,284
3583,敬首和尚の典籍概見,284
2252,弘法大師の文芸,284
2665,爾雅の新研究,284
2610,支那古典学の研究法に就きて,284
2609,支那に於ける史の起源,284
1732,支那の書目に就いて,284
2938,支那目録学,284
2227,支那歴史的思想の起源,284
2244,章学誠の史学,284
2226,尚書稽疑,284
43474,女真種族の同源伝説,284
4346,染織に関する文献の研究,284
2608,蔵書家の話,284
3339,寧楽,284
3618,日本国民の文化的素質,284
2941,日本上古の状態,284
3338,日本の肖像画と鎌倉時代,284
2939,日本文化とは何ぞや（其一）,284
2940,日本文化とは何ぞや（其二）,284
3036,日本文化の独立,284
1733,文溯閣の四庫全書,284
3340,平安朝時代の漢文学,284
4347,北派の書論,284
55833,鳴雪句集,684
57315,大岡越前の独立,216
1723,寛永武道鑑,216
1717,傾城買虎之巻,216
43065,近藤勇と科学,216
1721,三人の相馬大作,216
1725,死までを語る,216
1716,相馬の仇討,216
1724,大衆文芸作法,216
24385,著者小伝,216
24386,長谷川時雨が卅歳若かつたら,216
3225,貧乏一期、二期、三期,216
46416,ロボットとベッドの重量,216
58130,妹の死,1799
57411,折紙,1799
57412,きもの,1799
56638,銀の匙,1799
58149,結婚,1799
56848,島守,1799
58131,能の見はじめ,1799
59003,母の死,1799
58132,独り碁,1799
57530,府中のけやき,1799
49716,新しい神話を追い求めつつ,1166
43816,生きている空間,1166
46271,うつす,1166
43724,生まれ変った赤坂離宮,1166
43828,映画と季感,1166
43829,過剰の意識,1166
43831,カットの文法,1166
46273,壁,1166
46274,機構への挑戦,1166
46275,巨像を彫るもの,1166
49717,霧の中のヨードル,1166
43876,芸術の人間学的考察,1166
43833,言語は生きている,1166
43834,現代美学の危機と映画理論,1166
46276,国立国会図書館,1166
43725,国立国会図書館について,1166
49708,国会図書館のこのごろ,1166
49709,国会図書館の窓から,1166
46277,色彩映画の思い出,1166
43835,色彩映画のシナリオ,1166
46279,実践について,1166
49710,支部図書館三周年に寄せて,1166
46278,集団文化と読書,1166
46419,少年に文化を嗣ぐこゝろを,1166
49711,真理を求めて,1166
46164,スポーツの美的要素,1166
46280,組織としての図書館へ,1166
49712,大会を終りて,1166
43827,大衆の知恵,1166
43825,脱出と回帰,1166
43826,探偵小説の芸術性,1166
43814,「壇」の解体,1166
49713,蓄音器の針,1166
43726,知識と政治との遊離,1166
46281,地方の青年についての報告,1166
43727,地方文化運動報告,1166
43711,調査機関,1166
46282,聴衆０の講演会,1166
49714,図書館協会六十周年に寄せて,1166
43712,図書館に生きる道,1166
43713,図書館の未来像,1166
43728,図書館法楽屋話,1166
46283,図書館法ついに通過せり,1166
46284,図書館法と出版界,1166
43729,図書館法の成立,1166
49715,図書館法を地方の万人の手に,1166
43714,二十世紀の頂における図書館の意味,1166
43730,野に山にかかる虹の橋,1166
43877,美学入門,1166
43824,物理的集団的性格,1166
43723,「焚書時代」の出現,1166
49707,「焚書時代」を脱却,1166
46269,「見ること」の意味,1166
43731,民族の血管,1166
46420,雪,1166
43830,リズムの構造,1166
46270,「良書普及運動」に寄せて,1166
46286,歴史の流れの中の図書館,1166
43820,レンズとフィルム,1166
50437,畦道,1341
58169,雨瀟瀟,1341
50438,或夜,1341
58332,浮世絵の鑑賞,1341
58072,榎物語,1341
58690,鴎外全集を読む,1341
58603,鴎外先生,1341
49635,書かでもの記,1341
49639,鐘の声,1341
58073,監獄署の裏,1341
